OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_SCORE,RISK_RATNG,RISK_NPCTL,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_NPCTL,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,SOVI_SCORE,SOVI_RATNG,SOVI_NPCTL,SOVI_SPCTL,SOVI_VALUE,RESL_SCORE,RESL_RATNG,RESL_NPCTL,RESL_SPCTL,RESL_VALUE,AVLN_EVNTS,AVLN_AFREQ,AVLN_EXPB,AVLN_EXPP,AVLN_EXPPE,AVLN_EXPT,AVLN_HLRB,AVLN_HLRP,AVLN_HLRR,AVLN_EALB,AVLN_EALP,AVLN_EALPE,AVLN_EALT,AVLN_EALS,AVLN_EALR,AVLN_RISKS,AVLN_RISKR,CFLD_EVNTS,CFLD_AFREQ,CFLD_EXPB,CFLD_EXPP,CFLD_EXPPE,CFLD_EXPT,CFLD_HLRB,CFLD_HLRP,CFLD_HLRR,CFLD_EALB,CFLD_EALP,CFLD_EALPE,CFLD_EALT,CFLD_EALS,CFLD_EALR,CFLD_RISKS,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_RISKS,DRGT_RISKR,ERQK_EVNTS,ERQK_AFREQ,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_RISKS,HWAV_RISKR,HRCN_EVNTS,HRCN_AFREQ,HRCN_EXPB,HRCN_EXPP,HRCN_EXPPE,HRCN_EXPA,HRCN_EXPT,HRCN_HLRB,HRCN_HLRP,HRCN_HLRA,HRCN_HLRR,HRCN_EALB,HRCN_EALP,HRCN_EALPE,HRCN_EALA,HRCN_EALT,HRCN_EALS,HRCN_EALR,HRCN_RISKS,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_RISKS,TRND_RISKR,TSUN_EVNTS,TSUN_AFREQ,TSUN_EXPB,TSUN_EXPP,TSUN_EXPPE,TSUN_EXPT,TSUN_HLRB,TSUN_HLRP,TSUN_HLRR,TSUN_EALB,TSUN_EALP,TSUN_EALPE,TSUN_EALT,TSUN_EALS,TSUN_EALR,TSUN_RISKS,TSUN_RISKR,VLCN_EVNTS,VLCN_AFREQ,VLCN_EXPB,VLCN_EXPP,VLCN_EXPPE,VLCN_EXPT,VLCN_HLRB,VLCN_HLRP,VLCN_HLRR,VLCN_EALB,VLCN_EALP,VLCN_EALPE,VLCN_EALT,VLCN_EALS,VLCN_EALR,VLCN_RISKS,VLCN_RISKR,WFIR_EVNTS,WFIR_AFREQ,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_RISKS,WNTW_RISKR,NRI_VER
827,C36001,New York,NY,36,Albany,County,1,36001,304204,41518043000.0,47328000,522.8144023,11.71273387,Relatively Low,70.97390197,77.41935484,17.13249744,Relatively Moderate,80.99936346,75.80645161,9243782.189,3952645.483,0.681880515,5182291.914,108844.7913,34.92313756,Relatively Low,36.0598345,41.93548387,-0.87,59.0272,Very High,94.17568428,93.5483871,2.95136,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,3.302,1021340714.0,6516.954502,49528854213.0,50550194927.0,8.35326e-05,1.26815e-07,Very Low,281711.1065,0.002728919,20739.7859,302450.8924,10.5443259,Relatively Low,9.17443781,Relatively Low,35,0.415907191,41485507242.0,303939.8739,2309940000000.0,47241465.93,2351480000000.0,7.42093e-08,4.23024e-08,0.000236994,Very Low,809.4340882,0.00339391,25793.71563,5337.164497,31940.31422,16.99441395,Relatively Low,12.92805856,Relatively Low,0,0.0,0.0,0.0,0.01127583,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,,0.000412701,41518043000.0,304204,2311950000000.0,2353470000000.0,0.016750762,0.000139799,Relatively Low,1011409.9,0.00837477,63648.252,1075058.152,9.013226822,Relatively Low,6.162517398,Relatively Low,101,3.140006299,41518043000.0,304204,2311950000000.0,47328000,2353520000000.0,1.00515e-08,1.58566e-08,0.000456131,Very Low,1190.247906,0.013804775,104916.2868,68363.21163,174469.7463,13.7552293,Relatively Low,10.04049686,Relatively Low,18,0.22115339,41490502325.0,303952.0166,2310040000000.0,47288501.13,2351570000000.0,3.8588e-11,1.00088e-07,5.01363e-05,Very Low,0.393513325,0.00746755,56753.37652,499.6628679,57253.4329,9.343224285,Relatively Low,6.688331503,Relatively Low,5.0,0.032603737,41489618086.0,303974.9413,2310210000000.0,47264332.56,2351750000000.0,2.60811e-06,1.47387e-06,0.007955923,Very Low,3842.044989,0.015863141,120559.8713,12159.59731,136561.5136,6.395987231,Relatively Low,5.080117106,Relatively Low,42.0,0.619226974,41501455003.0,304062.4017,2310870000000.0,2352380000000.0,2.10552e-05,2.7884e-08,Very Low,591564.565,0.0057232,43496.31853,635060.8835,38.66773004,Relatively High,23.71802596,Relatively Moderate,2.0,0.012257247,15258763981.0,110289.832,838203000000.0,853461000000.0,1.79953e-05,3.2875e-06,Very Low,4558.232895,0.005994349,45557.0489,50115.2818,17.93246495,Relatively Moderate,11.1807064,Relatively Low,665.0,30.21941117,41518043000.0,304204.0,2311950000000.0,2353470000000.0,1.56564e-08,3.50296e-09,Very Low,23957.99783,0.039130148,297389.124,321347.1219,33.44648688,Relatively High,17.75178691,Relatively Moderate,62,2.583333333,3550194849.0,22276.0639,169298000000.0,2116845.166,172850000000.0,6.36815e-05,1.53378e-06,0.003897333,Very Low,584044.6809,0.088263487,670802.4999,21312.63049,1276159.811,13.65759202,Relatively Moderate,10.84776507,Relatively Moderate,49,1.512897389,41518043000.0,304204,2311950000000.0,47328000,2353520000000.0,1.46839e-06,6.27403e-08,5.94358e-06,Very Low,84843.91061,0.026640077,202464.5889,428.7429401,287737.2424,25.22046092,Relatively Moderate,11.61243926,Relatively Low,3,0.120201298,41518043000.0,304204,2311950000000.0,47328000,2353520000000.0,0.000269821,1.26384e-05,0.000126946,Very Low,1346547.149,0.462131663,3512200.642,722.1805731,4859469.971,32.59063016,Relatively High,25.88403008,Relatively High,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,5.81769e-05,211697035.9,1804.591405,13714894678.0,1837804.661,13928429519.0,0.4,3.4807e-05,0.013579329,Very Low,7116.859459,5.10586e-06,38.80455833,2.345262542,7158.00928,3.561878282,Very Low,2.830865859,Very Low,484,6.103156556,41489448773.0,303970.172,2310170000000.0,47268536.65,2351710000000.0,5.03485e-08,1.46661e-09,6.34446e-08,Very Low,11048.96006,0.002359421,17931.59986,19.25574774,28999.81567,16.51473019,Relatively Low,10.53656199,Relatively Low,Nov-21
828,C36003,New York,NY,36,Allegany,County,3,36003,48946,4922786000.0,69316000,1029.307217,7.585567633,Very Low,34.56397199,30.64516129,9.825438565,Very Low,34.53214513,24.19354839,2144201.288,1125350.94,0.117263827,891205.0885,127645.2601,36.73630272,Relatively Moderate,43.28453215,54.83870968,-0.41,54.974398,Relatively Moderate,54.07383832,9.677419355,2.7487199,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,13,1.235584843,4922785192.0,48945.98668,371989000000.0,69316000.0,376982000000.0,7.42093e-08,2.32343e-08,0.000933942,Very Low,451.3797563,0.001405139,10679.05741,79988.24587,91118.68304,24.10251023,Relatively Moderate,20.70919821,Relatively Moderate,28,0.570463549,211841.7512,211841.7512,0.004121551,Relatively Low,1358.181394,1358.181394,1.772240905,Very Low,1.663941603,Very Low,,0.000186144,4922786000.0,48946,371990000000.0,376912000000.0,0.016750762,0.000139799,Very Low,13501.6,0.00028048,2131.648,15633.248,1.990557409,Very Low,1.536254897,Very Low,43,1.31743181,4922786000.0,48946,371990000000.0,69316000,376982000000.0,1.70354e-06,1.64687e-08,6.83303e-05,Very Low,10808.05752,0.001039123,7897.333414,6226.009841,24931.40077,7.191343243,Very Low,5.928861139,Very Low,0,0.0,0.0,0.0,0.0,0.0,0.0,3.8588e-11,2.99096e-07,5.01363e-05,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,3.0,0.02004173,4904852334.0,48775.08068,370691000000.0,68599666.26,375664000000.0,0.000181571,1.47387e-06,0.007955923,Very Low,17511.28068,0.001404464,10673.92899,10911.95755,39097.16722,4.215475583,Very Low,3.781695916,Very Low,26.0,0.380080128,4922533051.0,48942.19921,371961000000.0,376883000000.0,1.03068e-05,2.51153e-08,Very Low,18198.28713,0.000431072,3276.146465,21474.4336,12.50405272,Relatively Low,8.662725422,Relatively Low,0.0,0.01,3496453945.0,35929.41397,273064000000.0,276560000000.0,6.09106e-05,2.04205e-05,Very Low,2129.712149,0.007336953,55760.84142,57890.55357,18.8156474,Relatively Moderate,13.25019621,Relatively Low,688.0,31.24879489,4922786000.0,48946.0,371990000000.0,376912000000.0,1.57225e-08,2.92913e-09,Very Low,2422.920339,0.004463094,33919.51188,36342.43221,14.73733157,Relatively Low,8.832441697,Very Low,40,1.666666666,457137696.9,4211.816279,32009803717.0,3840596.513,32470782011.0,0.001136511,5.23997e-06,0.003897333,Very Low,865903.0083,0.036782994,279550.7511,24946.80586,1170400.565,13.26937971,Relatively Moderate,11.90393778,Relatively Moderate,40,1.233300168,4922786000.0,48946,371990000000.0,69316000,376982000000.0,8.41666e-06,1.5085e-07,4.3926e-05,Very Low,50277.63348,0.008960287,68098.17777,3761.192083,122137.0033,18.95411074,Relatively Low,9.857067726,Relatively Low,10,0.190166063,4922786000.0,48946,371990000000.0,69316000,376982000000.0,0.000131487,5.91162e-06,3.20292e-05,Very Low,123090.7434,0.05502462,418187.1086,422.194788,541700.0468,15.64018055,Relatively Low,14.02891265,Relatively Low,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,8.0351e-05,103722909.5,1065.139537,8095060485.0,2514625.348,8201298019.0,0.4,0.00060433,0.013579329,Very Low,4284.048016,6.96884e-05,529.6316459,4.228337638,4817.907999,3.121532227,Very Low,2.802089031,Very Low,73,6.013179571,4922785192.0,48945.98668,371989000000.0,69316000.0,376982000000.0,5.666e-07,2.23955e-10,6.34446e-08,Very Low,16772.26885,6.59147e-05,500.9518722,26.44432734,17299.66505,13.90226732,Relatively Low,10.01813708,Relatively Low,Nov-21
829,C36005,New York,NY,36,Bronx,County,5,36005,1385108,129358000000.0,0,42.05062403,55.54713622,Very High,99.87269255,100.0,25.60394682,Relatively Moderate,93.92106938,95.16129032,28006962.71,13927332.17,1.852582966,14079630.55,0.0,93.92983839,Very High,99.96817314,100.0,14.1,50.042,Very Low,5.792488861,1.612903226,2.5021,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,4.44192041,36293984969.0,325655.1416,2474980000000.0,2511270000000.0,3.61959e-07,1.24679e-10,Very Low,58353.15793,0.000180352,1370.677371,59723.8353,6.140208143,Relatively Low,16.94929266,Relatively Low,0,0.0,0.0,0.0,0.0,0.0,0.0,7.42093e-08,3.13836e-07,0.000933942,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,28,1.179623871,0.0,0.0,0.001642956,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,,0.00071385,129358000000.0,1385108,10526800000000.0,10656200000000.0,0.016750762,0.000139799,Relatively Low,4274046.3,0.05729142,435414.792,4709461.092,14.92405147,Relatively Moderate,32.37749369,Relatively High,64,1.972761499,129358000000.0,1385108,10526800000000.0,0,10656200000000.0,1.19209e-08,5.7858e-11,2.67024e-07,Very Low,3023.603141,0.000156914,1192.545845,0.0,4216.148986,3.976794118,Very Low,9.20933608,Relatively Low,29,1.339173598,129333000000.0,1384872.961,10525000000000.0,0.0,10654400000000.0,1.13e-13,1.49978e-07,5.01363e-05,Very Low,0.019235755,0.274815128,2088594.973,0.0,2088594.992,30.98710528,Relatively High,70.37361626,Very High,16.0,0.142171066,128300000000.0,1378553.867,10477000000000.0,0.0,10605300000000.0,1.22672e-08,3.29071e-07,0.018075528,Very Low,224.5295068,0.064768657,492241.7906,0.0,492466.3201,9.80822287,Relatively Moderate,24.71521005,Relatively High,53.0,0.77569298,129079000000.0,1382446.133,10506600000000.0,10635700000000.0,4.08885e-07,1.81e-07,Very Low,40376.52378,0.190816662,1450206.634,1490583.157,51.38806838,Relatively High,100.0,Very High,2.0,0.01274746,49433152174.0,470232.0323,3573760000000.0,3623200000000.0,6.95394e-05,7.21604e-07,Very Low,37992.17481,0.003680905,27974.8778,65967.05261,19.65285388,Relatively Moderate,38.87431257,Relatively High,828.0,37.63028798,129358000000.0,1385108.0,10526800000000.0,10656200000000.0,9.82658e-09,3.44282e-10,Very Low,47962.4443,0.018061288,137265.786,185228.2303,27.36833112,Relatively Moderate,46.090432,Relatively High,49,2.041666666,2272026495.0,19201.50261,145931000000.0,0.0,148203000000.0,0.0017064,7.15383e-06,0.003897333,Very Low,7915513.741,0.280452257,2131437.15,0.0,10046950.89,27.16963937,Relatively High,68.463304,Very High,166,5.180969822,129358000000.0,1385108,10526800000000.0,0,10656200000000.0,2.051e-07,1.0267e-07,4.67956e-10,Very Low,137799.9134,0.739030041,5616628.312,0.0,5754428.225,68.45760788,Very High,100.0,Very High,1,0.016253256,129358000000.0,1385108,10526800000000.0,0,10656200000000.0,0.000644453,5.7161e-06,0.000701053,Very Low,1354958.335,0.128683708,977996.1803,0.0,2332954.515,25.50037094,Relatively Moderate,64.25622878,Very High,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,4.72841e-06,560531.7663,0.731024055,5555782.817,0.0,6116314.583,0.4,3.0028e-05,0.013579329,Relatively Moderate,7.19895254,7.21991e-10,0.005487133,0.0,7.204439673,0.356956306,Very Low,0.900042711,Very Low,91,3.875222993,129320000000.0,1384751.527,10524100000000.0,0.0,10653400000000.0,1.16311e-07,1.79712e-08,6.34446e-08,Very Low,57074.22441,0.094645634,719306.8213,0.0,776381.0457,49.40429561,Very High,100.0,Very High,Nov-21
830,C36007,New York,NY,36,Broome,County,7,36007,200600,23086282000.0,32087000,705.7895066,17.07016515,Relatively Moderate,89.62444303,93.5483871,20.90128051,Relatively Moderate,88.82877148,88.70967742,15928050.14,11510727.8,0.574215459,4364037.49,53284.85263,40.9144659,Relatively Moderate,61.45767027,75.80645161,0.65,57.8938,Very High,86.85550605,61.29032258,2.89469,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,9,0.823723228,23086281198.0,200599.9884,1524560000000.0,32087000.0,1547680000000.0,7.42093e-08,2.32343e-08,0.000901471,Very Low,1411.217372,0.00383921,29177.99717,23826.60041,54415.81495,20.29713983,Relatively Low,18.44360105,Relatively Moderate,0,0.0,0.0,0.0,0.004121551,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,,0.000145372,23086282000.0,200600,1524560000000.0,1547650000000.0,0.016750762,0.000139799,Relatively Low,112312.7,0.00138687,10540.212,122852.912,4.231254041,Very Low,3.455112718,Very Low,89,2.777405734,23086282000.0,200600,1524560000000.0,32087000,1547680000000.0,4.60398e-07,1.64687e-08,9.2081e-06,Very Low,30561.52024,0.009479748,72046.08507,828.4156308,103436.0209,11.55540203,Relatively Low,10.07525827,Relatively Low,3,0.247116968,23086281198.0,200599.9884,1524560000000.0,32087000.0,1547680000000.0,3.8588e-11,1.00088e-07,5.01363e-05,Very Low,0.220145566,0.004961547,37707.75988,397.5429495,38105.52298,8.157534248,Relatively Low,6.975312671,Relatively Low,5.0,0.020961854,22903061717.0,198855.8333,1511300000000.0,31735026.5,1534240000000.0,2.60811e-06,1.47387e-06,0.007955923,Very Low,1118.587303,0.005531797,42041.65846,5139.682226,48299.92799,4.523212333,Relatively Low,4.291378971,Very Low,27.0,0.393208044,23084112849.0,200568.8801,1524320000000.0,1547410000000.0,4.26308e-06,2.51153e-08,Very Low,48481.45783,0.002455909,18664.91018,67146.36802,18.28455516,Relatively Low,13.39670576,Relatively Low,2.0,0.010733476,11871266387.0,114662.4968,871435000000.0,883306000000.0,0.000303059,4.98255e-06,Very Low,53209.23469,0.008237579,62605.60163,115814.8363,23.70853202,Relatively Moderate,17.6570308,Relatively Moderate,666.0,30.24562617,23086282000.0,200600.0,1524560000000.0,1547650000000.0,6.98628e-09,7.41477e-10,Very Low,4671.76878,0.004314642,32791.27572,37463.0445,14.91559026,Relatively Low,9.454221804,Relatively Low,85,3.541666666,842043660.0,5375.737976,40855608618.0,1632664.505,41699284942.0,0.003531789,9.48964e-06,0.003897333,Very Low,10532634.34,0.180673957,1373122.069,22535.75692,11928292.17,28.76947059,Relatively High,27.29491609,Relatively High,53,1.634099456,23086282000.0,200600,1524560000000.0,32087000,1547680000000.0,1.27572e-06,2.32453e-08,4.70168e-06,Very Low,49361.57637,0.00780598,59325.44696,248.0223805,108935.0457,18.24498597,Relatively Low,10.03454598,Relatively Low,9,0.202232313,23086282000.0,200600,1524560000000.0,32087000,1547680000000.0,0.000142842,8.5122e-06,4.58607e-05,Very Low,666900.6415,0.345321148,2624440.728,297.5910779,3291638.96,28.6115296,Relatively High,27.14348846,Relatively High,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,7.01802e-05,201295924.3,2181.36512,16578374914.0,1282853.256,16780953692.0,0.4,3.4807e-05,0.013579329,Very Low,7297.318218,7.23882e-06,55.0150284,2.185812681,7354.519059,3.594179378,Very Low,3.412115488,Very Low,54,4.448105436,23086281198.0,200599.9884,1524560000000.0,32087000.0,1547680000000.0,2.69472e-08,2.23955e-10,6.34446e-08,Very Low,2767.21161,0.000199833,1518.730517,9.055220818,4294.997348,8.737637779,Very Low,6.658942098,Very Low,Nov-21
831,C36009,New York,NY,36,Cattaraugus,County,9,36009,80317,8535711000.0,93412000,1308.350692,11.00401057,Relatively Low,65.81795035,70.96774194,12.5195384,Relatively Low,57.28835137,50.0,4003400.465,2604148.717,0.160898477,1222828.428,176423.3201,42.29404809,Relatively Moderate,66.64544876,80.64516129,1.0,55.601202,Relatively High,62.69891789,19.35483871,2.7800601,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,26,1.072478864,8535536113.0,80312.57676,610376000000.0,93412000.0,619005000000.0,1.54787e-07,9.62882e-09,0.000933942,Very Low,1419.216059,0.000831812,6321.772737,93629.43888,101370.4277,24.97450509,Relatively Moderate,24.42631825,Relatively Moderate,0,0.0,0.0,0.0,0.005695136,No Rating,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,,0.000168109,8535711000.0,80317,610409000000.0,618945000000.0,0.016750762,0.000139799,Very Low,26223.7,0.00038374,2916.424,29140.124,2.513663343,Very Low,2.208831175,Very Low,37,1.152868074,8535711000.0,80317,610409000000.0,93412000,619038000000.0,1.81062e-06,3.11129e-10,4.76748e-05,Very Low,17501.16373,2.83835e-05,215.7143485,5183.293986,22900.17207,6.990486048,Very Low,6.560376216,Very Low,0,0.0,0.0,0.0,0.0,0.0,0.0,3.8588e-11,2.99096e-07,5.01363e-05,No Rating,0.0,0.0,0.0,0.0,0.0,0.0,No Expected Annual Losses,0.0,No Rating,5.0,0.024290914,8528893254.0,80237.51889,609805000000.0,92595441.31,618427000000.0,3.17662e-06,1.47387e-06,0.007955923,Very Low,641.5655578,0.002808413,21343.93806,17939.6428,39925.14642,4.245025663,Very Low,4.334913721,Very Low,55.0,0.807676014,8533853771.0,80293.20459,610228000000.0,618762000000.0,4.11031e-07,2.51153e-08,Very Low,2726.68774,0.001622762,12332.99097,15059.67871,11.10918312,Very Low,8.760844866,Relatively Low,0.0,0.01,5747318803.0,56662.3257,430634000000.0,436381000000.0,0.000819674,1.24444e-05,Very Low,47109.27538,0.007051309,53589.94465,100699.22,22.62864941,Relatively Moderate,18.13935703,Relatively Moderate,777.0,35.29031767,8535711000.0,80317.0,610409000000.0,618945000000.0,9.71611e-09,3.19138e-09,Very Low,2980.776832,0.009219769,70070.24403,73051.02086,19.32823372,Relatively Low,13.18810081,Relatively Low,54,2.25,606918987.4,5309.846781,40354835532.0,6582863.749,40968337384.0,0.001617299,2.41985e-06,0.003897333,Very Low,2208531.046,0.028910311,219718.3644,57725.12724,2485974.537,17.05707947,Relatively Moderate,17.41826168,Relatively Moderate,35,1.082286881,8535711000.0,80317,610409000000.0,93412000,619038000000.0,6.62536e-06,9.93225e-08,1.09703e-05,Very Low,61527.66139,0.008670245,65893.86222,1107.317859,128528.8415,19.27914892,Relatively Low,11.41280235,Relatively Low,9,0.235697514,8535711000.0,80317,610409000000.0,93412000,619038000000.0,0.000105825,5.33379e-06,3.29282e-05,Very Low,212902.8055,0.100971376,767382.4555,724.9795825,981010.2406,19.08285608,Relatively Moderate,19.4851859,Relatively Moderate,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,,,,,,,,Not Applicable,,,,,,Not Applicable,,Not Applicable,,5.02823e-05,127896325.8,1393.973123,10594195734.0,2078733.197,10724170793.0,0.4,0.00060433,0.013579329,Very Low,3691.200235,6.27349e-05,476.7853581,2.491426642,4170.47702,2.974931016,Very Low,3.039842749,Very Low,437,18.72309731,8535570699.0,80313.45293,610382000000.0,93412000.0,619011000000.0,1.18061e-07,2.23955e-10,6.34446e-08,Very Low,18893.61905,0.000337623,2565.93185,111.0283214,21570.57922,14.963287,Relatively Low,12.27406594,Relatively Low,Nov-21
